id,created_at,text,favorites,retweets,entities,language
1351923200058339335,2021-01-20 16:03:03,@AudsDisease @AudsDisease We saw your tweet. We are sorry to hear about your experience. Please provide your contac… https://t.co/P019yEMbuO,3,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AudsDisease', 'name': 'Auds', 'id': 1002984612728115200, 'id_str': '1002984612728115200', 'indices': [0, 12]}, {'screen_name': 'AudsDisease', 'name': 'Auds', 'id': 1002984612728115200, 'id_str': '1002984612728115200', 'indices': [13, 25]}], 'urls': [{'url': 'https://t.co/P019yEMbuO', 'expanded_url': 'https://twitter.com/i/web/status/1351923200058339335', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",en
1351605305105391628,2021-01-19 18:59:51,@abhiranjan401 Thanks for the career inquiry. More info can be found on our careers page here:https://t.co/ZYru2fpFpj,0,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'abhiranjan401', 'name': 'Abhishek Ranjan', 'id': 4462943253, 'id_str': '4462943253', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/ZYru2fpFpj', 'expanded_url': 'http://bit.ly/2bGY8Xe', 'display_url': 'bit.ly/2bGY8Xe', 'indices': [94, 117]}]}",en
1351207413031063555,2021-01-18 16:38:46,@balletgirl1980 We saw your tweet. We take product safety seriously and want to know more. Please provide your cont… https://t.co/TYjdpCKw1p,0,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'balletgirl1980', 'name': 'Heather Selig', 'id': 25988146, 'id_str': '25988146', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/TYjdpCKw1p', 'expanded_url': 'https://twitter.com/i/web/status/1351207413031063555', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",en
1350104530722152449,2021-01-15 15:36:18,@DrHeikoWalther Thanks for reaching out. You can find contact info for your local Novartis office here: https://t.co/Xz6ahjYrtx,1,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DrHeikoWalther', 'name': 'Dr. Heiko Walther', 'id': 397156647, 'id_str': '397156647', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/Xz6ahjYrtx', 'expanded_url': 'http://bit.ly/2hOrlYQ', 'display_url': 'bit.ly/2hOrlYQ', 'indices': [104, 127]}]}",en
1350104172801228801,2021-01-15 15:34:53,@RjDMoya Thanks for reaching out. You can find contact info for your local Novartis office here: https://t.co/Xz6ahjYrtx,0,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RjDMoya', 'name': 'RJdemoya', 'id': 381556113, 'id_str': '381556113', 'indices': [0, 8]}], 'urls': [{'url': 'https://t.co/Xz6ahjYrtx', 'expanded_url': 'http://bit.ly/2hOrlYQ', 'display_url': 'bit.ly/2hOrlYQ', 'indices': [97, 120]}]}",en
1349418703763484672,2021-01-13 18:11:04,@AvukatGonca Thanks for reaching out. You can find contact info for your local Novartis office here: https://t.co/Xz6ahjYrtx,0,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AvukatGonca', 'name': 'Gonca', 'id': 1341796249729724417, 'id_str': '1341796249729724417', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/Xz6ahjYrtx', 'expanded_url': 'http://bit.ly/2hOrlYQ', 'display_url': 'bit.ly/2hOrlYQ', 'indices': [101, 124]}]}",en
1348652264311820293,2021-01-11 15:25:31,Join our CEO @VasNarasimhan as he speaks about our journey to reimagining medicine at #JPM2021. https://t.co/CvaFM3IxkQ,21,5,"{'hashtags': [{'text': 'JPM2021', 'indices': [86, 94]}], 'symbols': [], 'user_mentions': [{'screen_name': 'VasNarasimhan', 'name': 'Vas Narasimhan', 'id': 723488741348782080, 'id_str': '723488741348782080', 'indices': [13, 27]}], 'urls': [{'url': 'https://t.co/CvaFM3IxkQ', 'expanded_url': 'https://twitter.com/VasNarasimhan/status/1348636513731538944', 'display_url': 'twitter.com/VasNarasimhan/…', 'indices': [96, 119]}]}",en
1347624422786662411,2021-01-08 19:21:14,@sergiosoto1528 We saw your tweet. Please follow &amp; DM us with your contact info so we can follow up with you directly.,0,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sergiosoto1528', 'name': 'Sergio Soto', 'id': 305271464, 'id_str': '305271464', 'indices': [0, 15]}], 'urls': []}",en
1347250851849658369,2021-01-07 18:36:48,@JanetWilliams99 @JanetWilliams99 We saw your tweet and would like to know more about your circumstances. Please pr… https://t.co/2uzjvk7lYA,1,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JanetWilliams99', 'name': 'janet williams  INFACT', 'id': 250163834, 'id_str': '250163834', 'indices': [0, 16]}, {'screen_name': 'JanetWilliams99', 'name': 'janet williams  INFACT', 'id': 250163834, 'id_str': '250163834', 'indices': [17, 33]}], 'urls': [{'url': 'https://t.co/2uzjvk7lYA', 'expanded_url': 'https://twitter.com/i/web/status/1347250851849658369', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",en
1346914746650529793,2021-01-06 20:21:14,@bookareida We saw your tweet. Please follow &amp; DM us with your contact info so we can follow up with you directly.,0,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bookareida', 'name': 'Reida', 'id': 754162200483246080, 'id_str': '754162200483246080', 'indices': [0, 11]}], 'urls': []}",en
